via,barrio
CL A (P.P. ZM-PT3),PUENTE TOCINOS
CL A PP ZU-SU-JA3,JERON.-AVILESES
CL ARACELI FERNANDEZ TOMAS,LOBOSILLO
CL ARAGON,CABEZO TORRES
CL ARAGON,PUNTAL EL
CL ARBOL,MURCIA
CL ARCE,ERA ALTA
CL ARCHENA,MURCIA
CL ARCHENA,SANGONERA SECA
CL ARCHIVEL,ESPARRAGAL
CL ARCIPRESTE MARIANO AROCA,MURCIA
CL ARCO SANTO DOMINGO,MURCIA
CL ARCOS,MURCIA
CL ARCO VERONICAS,MURCIA
CL ARDAL,EL PALMAR
CL ARENAL,ESPARRAGAL
CL ARENAL,MURCIA
CL ARGILICO,MURCIA
CL ARGOLIDA,MURCIA
CL ARISTOTELES,SANGONERA VERDE
CL ARIZONA,CHURRA
CL ARQS F Y JACOBO FLORENTIN,MURCIA
CL ARQUITECTO JAIME BORT,MURCIA
CL ARQUITECTO JJ BELMONTE,MURCIA
CL ARQUITECTO JUAN DE TOLEDO,CABEZO TORRES
CL ARQUITECTO PEDRO CERDAN,MURCIA
CL ARQUITECTO PEDRO MONTE,MURCIA
CL ARRABAL,ALGEZARES
CL ARRIXACA,MURCIA
CL ARROYO,JAVALI NUEVO
CL ARTEMISA,EL PALMAR
CL ARTESANO,ALGEZARES
CL ARTURO DUPERIER,MURCIA
CL ARTURO PEREZ REVERTE,MURCIA
CL ARZOBISPO SIMON LOPEZ,MURCIA
CL A SECTOR ZB PM7,EL PALMAR
CL ASTURIAS,CABEZO TORRES
CL ASTURIAS,MURCIA
CL ASUNCION,MURCIA
CL ATENEA,EL PALMAR
CL ATLETA URSULA RUIZ,SANGONERA SECA
CL A UA1 ED IM-401,JERON.-AVILESES
CL A UA1 PP ZM-CH4,CHURRA
CL A UA2 ZM-SG1,SAN GINES
CL A UA4 PERI STIAG ZARCH,MURCIA
CL AU B-2 PP ZB-SV3,SANGONERA VERDE
CL AUDITORIO,ALGEZARES
CL AUDITORIUM,MURCIA
CL A UE 2 CR4,MURCIA
CL A UE427 ED P SOTO N,PUEBLA DE SOTO
CL A UE AQ 1-1,ALQUERIAS
CL A UE BARRIOMAR12,MURCIA
CL AURORA,ALBERCA LA
CL AURORA,CHURRA
CL AURORA,COBATILLAS
CL AURORA,MURCIA
CL AURORA,SUCINA
CL AURORA,ZARANDONA
CL AUROROS,MURCIA
CL AUROROS,RINCON SECA
CL AUTILLO,SANTO ANGEL
CL AVE MARIA,EL PALMAR
CL AVENA,SUCINA
CL AVENIDA,ALBERCA LA
CL AVENIDAS,GEA Y TRUYOLS
CL AVILESES,JERON.-AVILESES
CL AYLLON,MURCIA
CL AZABACHE,MURCIA
CL AZACAYA,EL PALMAR
CL AZAFRAN,SUCINA
CL AZAHAR,ALBERCA LA
CL AZAHAR,CORVERA
CL AZAHAR,DOLORES LOS
CL AZAHAR,EL BOJAR
CL AZAHAR,EL PALMAR
CL AZAHAR,GARRES LOS
CL AZAHAR,LLANO BRUJAS
CL AZAHAR,PUENTE TOCINOS
CL AZAHAR,SAN BENITO
CL AZAHAR,SAN GINES
CL AZAHAR,SANTO ANGEL
CL AZAHAR,TORREAGUERA
CL AZALEA,CHURRA
CL AZARBE PAPEL,MURCIA
CL A (ZM-SA1),SANTO ANGEL
CL A - ZM-ZN3,ZARANDONA
CL AZOHIA,EL PALMAR
CL AZORIN,CHURRA
CL AZORIN,GUADALUPE
CL AZORIN,MURCIA
CL AZUCAQUE,MURCIA
CL AZUCENA,MURCIA
CL AZUCENAS,COBATILLAS
CL AZUCENA,TORREAGUERA
CL AZUD,GUADALUPE
CL B1 (ZM-SA1),SANTO ANGEL
CL B2 (ZM-SA1),SANTO ANGEL
CL B3 (ZM-SA1),SANTO ANGEL
CL BAEZA,MURCIA
CL BAILEN,ESPINARDO
CL BAILEN,MURCIA
CL BAJA,ZENETA
CL BALAGUER,SANTO ANGEL
CL BALBOA,SANGONERA VERDE
CL BALDOMERO FERRER BALDO,MURCIA
CL BALEARES,CORVERA
CL BALEARES,MURCIA
CL BALSAS,BARQUEROS
CL BALSAS,BENIAJAN
CL BALSAS,CARRASCOY
CL BALSAS,EL SECANO
CL BALSAS,GARRES LOS
CL BALSAS,MURCIA
CL BALSA,SUCINA
CL BALSICAS,ALQUERIAS
CL BANCAL TRIGO,SUCINA
CL BANDO DE LA HUERTA,COBATILLAS
CL BANDO DE LA HUERTA,GUADALUPE
CL BANDO DE LA HUERTA,TORREAGUERA
CL BANDO DE LA HUERTA,ZARANDONA
CL BANDO HUERTA,ALQUERIAS
CL BANDO HUERTA,MURCIA
CL BANDO HUERTA,PUEBLA DE SOTO
CL BAQUERIN,MURCIA
CL BARAUNDILLO,MURCIA
CL BARBA,SAN BENITO
CL BARCA LA,JAVALI VIEJO
CL BARCA LA,RINCON BENISCOR
CL BARCELONA,CHURRA
CL BARCELONA,ESPARRAGAL
CL BARCELONA,MURCIA
CL BARCELONA,RAAL EL
CL BARITONO MARCOS REDONDO,MURCIA
CL BARRANCO BLANCO-TORREGUIL,SANGONERA VERDE
CL BARRANCO,MURCIA
CL BARRANDA,ESPARRAGAL
CL BARRANQUETE,ALBERCA LA
CL BARRERAS,CHURRA
CL BARRERAS,MURCIA
CL BARRERAS,PUEBLA DE SOTO
CL BARRETO,CARRASCOY
CL BARRIOMAR,MURCIA
CL BARTOLEJOS,DOLORES LOS
CL BARTOLOME GRACIA,GEA Y TRUYOLS
CL BARTOLOME PEREZ CASAS,MURCIA
CL BASCULANTES,ESPARRAGAL
CL BATALLA DE SANGONERA,SANGONERA SECA
CL BATALLA FLORES,MURCIA
CL BATAN,CHURRA
CL BECQUER,LAS LUMBRERAS
CL B ED AVILESES,JERON.-AVILESES
CL BEGONIAS,COBATILLAS
CL BELANDO,PUENTE TOCINOS
CL BELANDO,SAN JOSE
CL BELEN,ALGEZARES
CL BELENES,MURCIA
CL BELENISTA MANUEL NICOLAS,ERA ALTA
CL BELFRY,GEA Y TRUYOLS
CL BELLAVISTA,ALGEZARES
CL BELONES,MURCIA
CL BELTRAN,PUEBLA DE SOTO
CL BENABIA,CHURRA
CL BENAMEJI,MURCIA
CL BENAVENTE,ALBERCA LA
CL BENDAME,MURCIA
CL BENIAJAN,DOLORES LOS
CL BENIEL,RAAL EL
CL BENIEL,SANGONERA SECA
CL BENITOS,CASILLAS
CL BENIZAR,ESPARRAGAL
CL BEN SABIN,MURCIA
CL BERMUDEZ,TORREAGUERA
CL BERMUDEZ,ZARANDONA
CL BERNAL,CARRASCOY
CL BERNAL GALLEGO,EL PALMAR
CL BETSABE,MURCIA
CL BIBLIOFILO PEREZ GOMEZ,MURCIA
CL BILBAO,CHURRA
CL BJ1 CENTRO,BENIAJAN
CL BJ1 ESTE,BENIAJAN
CL BJ1 OESTE,BENIAJAN
CL BJ1 PERIMETRAL B,BENIAJAN
CL BJ1 RONDA,BENIAJAN
CL BJ1 SUR,BENIAJAN
CL BLANCA PALOMA,MONTEAGUDO
CL BLASA,ERA ALTA
CL BLAS TORTOLA,MURCIA
CL B MIRADOR DE AGRIDULCE,GUADALUPE
CL BOCIO,MURCIA
CL BOJA BLANCA-TORREGUIL,SANGONERA VERDE
CL BOLOS,COBATILLAS
CL BOLOS,MURCIA
CL BOLOS,VALLADOLISES
CL BOQUERAS  LAS,ZARANDONA
CL BOQUERAS,VALLADOLISES
CL B POL II PPCE4,MURCIA
CL B (P.P. ZM-PT3),PUENTE TOCINOS
CL B PP ZU-SU-JA3B,JERON.-AVILESES
CL BRACHICHITO,CHURRA
CL BRASIL,SANGONERA SECA
CL BRAVO MURILLO,MURCIA
CL BRAZAL DE LA TERRAZA,SAN BENITO
CL BRAZAL MERLO,BENIAJAN
CL BRAZAL MOLINO,PUENTE TOCINOS
CL BRAZAL,RINCON BENISCOR
CL BRAZAL SALAR,LLANO BRUJAS
CL BREZO,ESPARRAGAL
CL BRISAS,GARRES LOS
CL BRUJERA,MURCIA
CL B SECTOR ZB-PM7,EL PALMAR
CL B UA1 ED IM-401,JERON.-AVILESES
CL B UA1 PP ZM-DR3,SAN BENITO
CL B UA4 PERI STIAG ZARCH,MURCIA
CL BUENAVISTA,ALBERCA LA
CL BUENAVISTA,BARQUEROS
CL BUENAVISTA,GARRES LOS
CL BUENAVISTA,TORREAGUERA
CL BUENOS AIRES,ALBERCA LA
CL BUENOS AIRES,CHURRA
CL BUENOS AIRES,ESPARRAGAL
CL BUENOS AIRES,GARRES LOS
CL BUENOS AIRES,MURCIA
CL BUENOS AIRES,SAN JOSE
CL BUEN PASTOR,EL PALMAR
CL BUEN PASTOR,SAN BENITO
CL BUGANVILLA,CHURRA
CL BUHO REAL,SANTO ANGEL
CL BURGOS,MURCIA
CL BURRUEZO,MURCIA
CL B - ZM-ZN3,ZARANDONA
CL CABALLERO,MURCIA
CL CABALLOS,MURCIA
CL CABECICO DEL TESORO,ALBERCA LA
CL CABECICOS,MURCIA
CL CABEZO ALTO,EL PALMAR
CL CABEZO BERMEJO,COBATILLAS
CL CABEZO BLANCO,GUADALUPE
CL CABEZO CORTADO,PUNTAL EL
CL CABEZO,ZENETA
CL CABO COPE,SANGONERA SECA
CL CABO DE ANDAS PEDRO ZAMOR,PUENTE TOCINOS
CL CABO DE LA NAO,SANGONERA SECA
CL CABO DE PALOS,MURCIA
CL CABO DE PALOS,SANGONERA SECA
CL CABO G.C.PEDRO MORENO,MURCIA
CL CABO PALOS,ESPINARDO
CL CACTUS,COBATILLAS
CL CADENAS,SANGONERA VERDE
CL CALDERAS GAS,MURCIA
CL CALDERON BARCA,ALBERCA LA
CL CALDERON BARCA,CABEZO TORRES
CL CALDERON BARCA,LAS LUMBRERAS
CL CALDERON BARCA,MARTINEZ PUERTO
CL CALDERON BARCA,MURCIA
CL CALDERON BARCA,SANGONERA VERDE
CL CALDERON DE LA BARCA,GUADALUPE
CL CALERA,PUNTAL EL
CL CALLEJON,ERA ALTA
CL CALVARIO,ALBERCA LA
CL CALVARIO,ALGEZARES
CL CALVARIO,CABEZO TORRES
CL CALVARIO,ESPINARDO
CL CALVARIO,MONTEAGUDO
CL CALVARIO,PUEBLA DE SOTO
CL CAMELIAS,ALBERCA LA
CL CAMELIAS,COBATILLAS
CL CAMELIAS,EL PALMAR
CL CAMELIAS,SANGONERA VERDE
CL CAMILO JOSE CELA,GUADALUPE
CL CAMILO JOSE CELA,MARTINEZ PUERTO
CL CAMILO JOSE CELA,SUCINA
CL CAMINO DE ARANDA,JERON.-AVILESES
CL CAMINO DE LA BALSA,EL PALMAR
CL CAMINO REAL,BARQUEROS
CL CAMINO RECREATIVE,MURCIA
CL CAMINO REGUERON,RINCON SECA
CL CAMINO SANTA CATALINA,SAN BENITO
CL CAMINO TERRERAS,ALGEZARES
CL CAMPILLO,ESPARRAGAL
CL CAMPOAMOR,MURCIA
CL CAMPOAMOR,SAN BENITO
CL CAMPO,SUCINA
CL CAMPO TIRO LAGES,ALGEZARES
CL CAMPOVERDE,MURCIA
CL CAMPUS UNIVERSITARIO,PUNTAL EL
CL CAMPUS -UR.AGRIDULCE,GUADALUPE
CL CAMPUZANO,MARTINEZ PUERTO
CL CANALES,CHURRA
CL CANALON,SANGONERA VERDE
CL CANARIAS,CORVERA
CL CANARIAS,MURCIA
CL CANARIAS,VALLADOLISES
CL CANDELARIA,CHURRA
CL CANDELARIA,COBATILLAS
CL CANDELARIA,GARRES LOS
CL CANDILEJAS,ZENETA
CL CANDIL,PUNTAL EL
CL CANELAS,SANGONERA VERDE
CL CANO,EL SECANO
CL CANOS,PUENTE TOCINOS
CL CANOVAS CASTILLO,MURCIA
CL CANOVAS CASTILLO,TORREAGUERA
CL CANOVAS,SAN JOSE
CL CANTABELLAS,MURCIA
CL CANTANTE MANOLO ESCOBAR,LOBOSILLO
CL CANTERAS,JAVALI NUEVO
CL CANTERAS,PUNTAL EL
CL CANTERAS,TORREAGUERA
CL CANTO,ALBERCA LA
CL CANTON,TORREAGUERA
CL CAPITAN BALACA,MURCIA
CL CAPUCHINOS,MURCIA
CL CARAVACA DE LA CRUZ,JERON.-AVILESES
CL CARAVIJA,MURCIA
CL CARCELES Y GUTIERREZ,DOLORES LOS
CL CARDENAL BELLUGA,SAN BENITO
CL CARDENAL BELLUGA,SAN GINES
CL CARDOSOS,SANGONERA VERDE
CL CARIDAD,ALGEZARES
CL CARIDAD HERNANDEZ BARO,SANGONERA SECA
CL CARIDAD,RAMOS LOS
CL CARIOCA,SAN BENITO
CL CARLOS GARDEL,ESPARRAGAL
CL CARLOS III,MURCIA
CL CARLOS I,JERON.-AVILESES
CL CARLOS I,PUNTAL EL
CL CARLOS,LOBOSILLO
CL CARMELO FENOLL TORRES,MURCIA
CL CARMELO RUIZ,SANGONERA VERDE
CL CARMEN,ALQUERIAS
CL CARMEN BARBA,PUENTE TOCINOS
CL CARMEN CONDE,MURCIA
CL CARMEN CONDE,SANGONERA SECA
CL CARMEN CONDE,SANGONERA VERDE
CL CARMEN CONDE,TORREAGUERA
CL CARMEN CONDE,ZARANDONA
CL CARMEN,CORVERA
CL CARMEN DEL,ALGEZARES
CL CARMEN DEL,ERA ALTA
CL CARMEN DEL,JERON.-AVILESES
CL CARMEN DEL,MURCIA
CL CARMEN,EL SECANO
CL CARMEN,GEA Y TRUYOLS
CL CARMEN,GUADALUPE
CL CARMEN HESSE,ESPARRAGAL
CL CARMEN,JAVALI VIEJO
CL CARMEN LA ROJA,MURCIA
CL CARMEN,MARTINEZ PUERTO
CL CARMEN MARTIN GAITE,ESPARRAGAL
CL CARMEN,MURCIA
CL CARMEN,PUNTAL EL
CL CARMEN,SAN JOSE
CL CARMEN,SUCINA
CL CARMONAS,ZARANDONA
CL CARNICEROS,MURCIA
CL CAROLINA CODORNIU,CABEZO TORRES
CL CARPINTERIA,MURCIA
CL CARPINTERO EUGENIO DIAZ,TORREAGUERA
CL CARRASCOS,EL PALMAR
CL CARRASCOS,SANGONERA VERDE
CL CARRASCOY,CORVERA
CL CARRASCOY,PUNTAL EL
CL CARRASCOY,SANGONERA VERDE
CL CARR DOCTOR SEVERO OCHOA,EL PALMAR
CL CARRETERA CHURRA,CHURRA
CL CARRETEROS,JAVALI NUEVO
CL CARRIL ALEJANDRICO,BENIAJAN
CL CARRIL ALEJANDRICO,SAN JOSE
CL CARRIL,ALGEZARES
CL CARRIL ARAGONES,CASILLAS
CL CARRIL BAEZAS,MURCIA
CL CARRIL BARTOLEJOS,DOLORES LOS
CL CARRIL BARTOLOS,RINCON SECA
CL CARRIL BASILIO,CASILLAS
CL CARRIL BELANDO,ALGEZARES
CL CARRIL BENIDORM,GARRES LOS
CL CARRIL BETUNERO,MURCIA
CL CARRIL BUTANO,MURCIA
CL CARRIL CABALLERO,PUEBLA DE SOTO
CL CARRIL CALESAS,ZARANDONA
CL CARRIL CAMPILLOS,RINCON SECA
CL CARRIL CANALES,MURCIA
CL CARRIL CANOS,RINCON BENISCOR
CL CARRIL CARCELES,SAN BENITO
CL CARRIL CARMONA,CASILLAS
CL CARRIL CAROLINES,MURCIA
CL CARRIL CASAS NUEVAS,SAN JOSE
CL CARRIL CASCALES,CASILLAS
CL CARRIL CASCALES,MURCIA
CL CARRIL CASCALES,PUEBLA DE SOTO
CL CARRIL CASTELLAR,MURCIA
CL CARRIL CHANO,MURCIA
CL CARRIL CHISPEAO,PUEBLA DE SOTO
CL CARRIL CITRICA,PUENTE TOCINOS
CL CARRIL CLARAS,MONTEAGUDO
CL CARRIL CONDESA,MURCIA
CL CARRIL CONDES,RINCON BENISCOR
CL CARRIL CONDOMINA,MURCIA
CL CARRIL CURAS,ERA ALTA
CL CARRIL DEL LEON,ESPINARDO
CL CARRIL DE LOS MILISES,BENIAJAN
CL CARRIL DE LOS VERAS,BENIAJAN
CL CARRIL DEPURADORA,ZARANDONA
CL CARRIL DEVOTOS,RAYA LA
CL CARRIL ENRIQUE PARRA,SAN BENITO
CL CARRIL ESCUELAS,DOLORES LOS
CL CARRIL FELIPES,RAAL EL
CL CARRIL FELIX,SAN BENITO
CL CARRIL FERMIN,PUENTE TOCINOS
CL CARRIL FERNANDO SERVET,SAN JOSE
CL CARRIL FILOMENA,MURCIA
CL CARRIL FILOMENA,PUENTE TOCINOS
CL CARRIL FRANQUILLOS,RAAL EL
CL CARRIL FRESNEDAS,SAN BENITO
CL CARRIL FRUTOS,SAN BENITO
CL CARRIL GALLEGOS,SAN BENITO
CL CARRIL GARCIAS,SAN JOSE
CL CARRIL GARRE,SAN BENITO
CL CARRIL GARRE(STGO MAYOR),MURCIA
CL CARRIL GONZALEZ,GARRES LOS
CL CARRIL GRANJA,PUENTE TOCINOS
CL CARRIL GRILLOS,RAAL EL
CL CARRIL GUADALUPE,GUADALUPE
CL CARRIL GUERREROS,MURCIA
CL CARRIL GUILLAMONES,SAN BENITO
CL CARRIL HERRERAS,RAAL EL
CL CARRIL HONDO,SAN JOSE
CL CARRIL HUERTO BOMBAS,MURCIA
CL CARRIL IGLESIA,S.Y ZARAICHE
CL CARRIL JESULES,SAN JOSE
CL CARRIL JOPO ERMITA,RINCON BENISCOR
CL CARRIL JOSUALDO PEREZ,DOLORES LOS
CL CARRIL JUANETES,SAN JOSE
CL CARRIL JUANOTOS,SAN JOSE
CL CARRIL LOPEZ,PUEBLA DE SOTO
CL CARRIL LOPEZ(STGO EL MAYO,MURCIA
CL CARRIL LOS TITOS,ERA ALTA
CL CARRIL LOS TOLLOS,ALJUCER
CL CARRIL LUCAS,CASILLAS
CL CARRIL LUCIOS,BENIAJAN
CL CARRIL LUCIOS,PUENTE TOCINOS
CL CARRIL LUCIOS,RAAL EL
CL CARRIL MACANASES,TORREAGUERA
CL CARRIL MALANDRAS,CASILLAS
CL CARRIL MANOLITO,DOLORES LOS
CL CARRIL MARIANTONI,SAN JOSE
CL CARRIL MELEROS,ZARANDONA
CL CARRIL MESEGUERA,BENIAJAN
CL CARRIL MIGALA,ZARANDONA
CL CARRIL MOLINO NELVA,MURCIA
CL CARRIL MOLINO,RINCON BENISCOR
CL CARRIL MOLINO,SAN BENITO
CL CARRIL MORALES,SAN BENITO
CL CARRIL MORENO,PUENTE TOCINOS
CL CARRIL MORENOS,MURCIA
CL CARRIL MORENOS,SAN BENITO
CL CARRIL MORGA,MURCIA
CL CARRIL MUNDO NUEVO,CABEZO TORRES
CL CARRIL NANOS,BENIAJAN
CL CARRIL NIEVES,RAAL EL
CL CARRIL NOGUERAS,MURCIA
CL CARRIL OLMO,SAN BENITO
CL CARRIL OLMOS,DOLORES LOS
CL CARRIL PABLOS,ERA ALTA
CL CARRIL PACO ROMERO,CASILLAS
CL CARRIL PALMERAL,MURCIA
CL CARRIL PALMERAL,ZARANDONA
CL CARRIL PALMERA,MURCIA
CL CARRIL PALMERAS,ALJUCER
CL CARRIL PALMERAS,PUENTE TOCINOS
CL CARRIL PARADA 1,MURCIA
CL CARRIL PARADA 2,MURCIA
CL CARRIL PARADA,MURCIA
CL CARRIL PARRA,LA CUEVA
CL CARRIL PASCUAL ABELLAN,PUENTE TOCINOS
CL CARRIL PAULOS,CASILLAS
CL CARRIL PAVILOS,MURCIA
CL CARRIL PEPE EL CORRREAS,ALQUERIAS
CL CARRIL PERDIDOS,EL PALMAR
CL CARRIL PERETES,SAN BENITO
CL CARRIL PERILLOS,TORREAGUERA
CL CARRIL PINA,RAAL EL
CL CARRIL PIPOS,RAAL EL
CL CARRIL PIRULO,MURCIA
CL CARRIL PLAZAS,RINCON BENISCOR
CL CARRIL POCEROS,CASILLAS
CL CARRIL PUENTE ALTO,SAN BENITO
CL CARRIL QUESADAS,ALQUERIAS
CL CARRIL RAMALLET,SAN JOSE
CL CARRIL RELENCO,PUEBLA DE SOTO
CL CARRIL RODANAS,ALJUCER
CL CARRIL RODENAS,CASILLAS
CL CARRIL RODENAS,ERA ALTA
CL CARRIL RODRIGUEZ,RINCON SECA
CL CARRIL ROMERO,CASILLAS
CL CARRIL RUBIANES,TORREAGUERA
CL CARRIL RUIPEREZ,MURCIA
CL CARRIL SABIOS,RAMOS LOS
CL CARRIL SALADARES,TORREAGUERA
CL CARRIL SAN ANTONIO,CASILLAS
CL CARRIL SEANOS,RAYA LA
CL CARRIL SERRANO,MURCIA
CL CARRIL SERRANOS,BENIAJAN
CL CARRIL SILVESTRE,RAAL EL
CL CARRIL SILVESTRES,TORREAGUERA
CL CARRIL SOLER,PUENTE TOCINOS
CL CARRIL SOTO,MURCIA
CL CARRIL SOTOS,RAAL EL
CL CARRIL TIO ANGEL,MURCIA
CL CARRIL TIO JUAN D,MURCIA
CL CARRIL TIO PITUSO,CASILLAS
CL CARRIL TORRE MOLINA,ALBATALIA LA
CL CARRIL TORRE,MURCIA
CL CARRIL TORRE PENCHOS,SAN BENITO
CL CARRIL TORRE TEATINOS,RAAL EL
CL CARRIL VALERA,SAN JOSE
CL CARRIL VICENTE BAEZA,PUENTE TOCINOS
CL CARRIL VIGUERAS,SANTA CRUZ
CL CARRIL VILLA,ALBERCA LA
CL CARRIL VILLAGORDO,RAAL EL
CL CARRIL ZAES,SAN BENITO
CL CARRIL ZAMBUDIOS,PUENTE TOCINOS
CL CARRIL ZOILOS,LLANO BRUJAS
CL CARR TAYAS,ALJUCER
CL CARTAGENA,CORVERA
CL CARTAGENA (ESPINARDO),MURCIA
CL CARTAGENA,JERON.-AVILESES
CL CARTAGENA,MURCIA
CL CARTAGENA,TORREAGUERA
CL CASA NUEVA,SAN JOSE
CL CASAS ABAJO,CARRASCOY
CL CASAS COLORADAS,ALGEZARES
CL CASAS NUEVAS,ZARANDONA
CL CASAS PARRA 2,MURCIA
CL CASAS PARRA,MURCIA
CL CASAS,SANGONERA VERDE
CL CASINO,BENIAJAN
CL CASINO,GARRES LOS
CL CASINO,TORREAGUERA
CL CASTELICHE,MURCIA
CL CASTELLAR,RAMOS LOS
CL CASTELLON,MURCIA
CL CASTILLEJO,MURCIA
CL CASTILLO DE LA LUZ,SANTO ANGEL
CL CASTILLO DEL PORTAZGO,EL PALMAR
CL CASTILLO PUERTO,SANGONERA VERDE
CL CASTOR CONESA,ZARANDONA
CL CATEDRATICO EUGENIO UBEDA,MURCIA
CL CATEDRATICO JOSE MESEGUER,ESPINARDO
CL CAYETANO MORENO,ALBERCA LA
CL CAYUELAS,MURCIA
CL CAZORLA,ESPARRAGAL
CL CB LOS CANTALARES,ESPARRAGAL
CL CEBADA,SUCINA
CL CEBALLOS,MURCIA
CL C ED ALQUERIAS,ALQUERIAS
CL CEDRO,SANTO ANGEL
CL CEFERINO,MURCIA
CL CEHEGIN,MURCIA
CL CEMENTERIO,ALGEZARES
CL CEMENTERIO,TORREAGUERA
CL CENTAURO,CASILLAS
CL CENTRAL,MURCIA
CL CENTRO,EL BOJAR
CL CENTRO,PUNTAL EL
CL CENTRO,SUCINA
CL CERA,ZENETA
CL CERES,EL PALMAR
CL CERRILLAR,SANTO ANGEL
CL CERRO DE LAS COLUMNAS,EL PALMAR
CL CERVANTES,ALBERCA LA
CL CERVANTES,ALGEZARES
CL CERVANTES,CABEZO TORRES
CL CERVANTES,CORVERA
CL CERVANTES,EL BOJAR
CL CERVANTES,EL PALMAR
CL CERVANTES,GUADALUPE
CL CERVANTES,MARTINEZ PUERTO
CL CERVANTES,PUNTAL EL
CL CERVANTES,SANGONERA VERDE
CL CERVANTES,ZARANDONA
CL CESPEDES,DOLORES LOS
CL CEUTA,MURCIA
CL CEUTI,MURCIA
CL CHALECOS,ESPARRAGAL
CL CHARETES,MURCIA
CL CHICHARRA,TORREAGUERA
CL CHILE,SAN JOSE
CL CHIMENEAS,CHURRA
CL CHIQUITA,BENIAJAN
CL CHOPO,ESPARRAGAL
CL CHORLITO,SANGONERA SECA
CL CHURRA,ESPINARDO
CL CI1 II,MURCIA
CL CI1 INTERIOR,MURCIA
CL CIBELES,EL PALMAR
CL CIBELES,SANGONERA VERDE
CL CICLISTA ALEJ.VALVERDE,LAS LUMBRERAS
CL CICLISTA MARIANO ROJAS,ALJUCER
CL CICLISTA MARIANO ROJAS,ARBOLEJA LA
CL CICLIST. MARIANO ROJAS,CABEZO TORRES
CL CID,CABEZO TORRES
CL CID,SANGONERA VERDE
CL CIEZA,JERON.-AVILESES
CL CIEZA,MURCIA
CL CIGARRAL,MURCIA
CL CINCO ALQUERIAS,ALQUERIAS
CL CINE DEL,RAMOS LOS
CL CINE,JERON.-AVILESES
CL CINE VIEJO,TORREAGUERA
CL CIPRESES,ALQUERIAS
CL CIPRESES,CABEZO TORRES
CL CIPRESES,EL PALMAR
CL CIPRESES LOS,SUCINA
CL CIPRESES,SANGONERA VERDE
CL CIPRES,SANTO ANGEL
CL CIRCULO AGRICOLA,SAN BENITO
CL CIRUELA,EL PALMAR
CL CISNE,CABEZO TORRES
CL CISNE,MURCIA
CL CISNEROS,CORVERA
CL CIUDAD CADIZ,MURCIA
CL CIUDAD DEPORTIVA,GEA Y TRUYOLS
CL CIUDAD JARDIN,MURCIA
CL CIUDAD MURCIA,COBATILLAS
CL CIUDAD REAL,MURCIA
CL CLAUDIOS,DOLORES LOS
CL CLAVELES,ALQUERIAS
CL CLAVELES,COBATILLAS
CL CLAVELES,EL PALMAR
CL CLAVELES,SANGONERA VERDE
CL CLAVELES(STGO Y ZARAICHE),MURCIA
CL CLAVELES,TORREAGUERA
CL CLAVEL,MURCIA
CL CLAVEL,SAN BENITO
CL CLEMENTES,MURCIA
CL CLEOPATRA,SANGONERA SECA
CL CM SAN JOSE,SAN JOSE
CL COBATILLEROS AUSENTES,ESPARRAGAL
CL COCINILLA,EL PALMAR
CL COLEG A ZAPATA,EL SECANO
CL COLEGIO,CABEZO TORRES
CL COLEOS,COBATILLAS
CL COLINA,PUNTAL EL
CL COLIRROJO - TORREGUIL,SANGONERA VERDE
CL COLLADO DE LOS JERONIMOS,GEA Y TRUYOLS
CL COLLADO,ZENETA
CL COLON,MURCIA
CL COLON,SANTO ANGEL
CL COLUMBARES,EL BOJAR
CL COMANDANTE COUSTEAU,SANGONERA VERDE
CL COMANDANTE JACQUES COUSTE,MURCIA
CL COMANDANTE MARIANO TEJERA,MURCIA
CL COMERCIO,COBATILLAS
CL COMETA,CASILLAS
CL COMPOSITOR EMILIO RAM,MURCIA
CL COMPOSITOR MARIO MEDINA,MURCIA
CL COMUNEROS,MURCIA
CL COMUNIDAD,BENIAJAN
CL COMUNIDAD,CABEZO TORRES
CL COMUNIDAD,DOLORES LOS
CL COMURPA,GARRES LOS
CL CONCEJAL JOSE RUIZ SOLA,DOLORES LOS
CL CONCEJAL MANUEL ALHAMA PI,ALQUERIAS
CL CONCEJ JUAN GONZALEZ RUIZ,BENIAJAN
CL CONCEPCION,BARQUEROS
CL CONCEPCION,JAVALI NUEVO
CL CONCEPCION,SAN BENITO
CL CONCEPCION,ZENETA
CL CONCHA ESPINA,ZENETA
CL CONCHA PIQUER,TORREAGUERA
CL CONCHITA ROSA ESCRIBANO,BENIAJAN
CL CONCORDIA DE LA,SANGONERA SECA
CL CONCORDIA,DOLORES LOS
CL CONCORDIA,PUENTE TOCINOS
CL CONDE ALMODOVAR,ALQUERIAS
CL CONDE CAMPILLO,MURCIA
CL CONDE CONCEPCION,EL PALMAR
CL CONDE DUQUE DE OLIVARES,SAN BENITO
CL CONDE ROCHE,MURCIA
CL CONDES BARCELONA,MURCIA
CL CONDESTABLE LOPEZ DAVALOS,MURCIA
CL CONDESTABLE,MURCIA
CL CONDE VALLE SAN JUAN,MURCIA
CL CONESA MARTINEZ,LOBOSILLO
CL CONSTANZA DE AVILES,GUADALUPE
CL CONSTITUCION,ALQUERIAS
CL CONSTITUCION,DOLORES LOS
CL CONSTITUCION,GARRES LOS
CL CONSTITUCION,JAVALI NUEVO
CL CONSTITUCION,JAVALI VIEJO
